rial_reward,dqn_reward,collisions,distance,winner,rial_smooth,dqn_smooth
-45.81258710002615,-91.1251742000523,6.0,1.9543773,rial,-49.278147257057526,-98.74296118078172
-20.251429436358315,-40.502858872716644,0.0,2.0934153,rial,-48.949474349052615,-98.08561536477191
-30.088435245478145,-60.17687049095629,0.0,2.3710766,rial,-48.533900992028,-97.21446865072268
-49.37795165094023,-98.7559033018805,0.0,2.2017455,rial,-48.260302886020305,-96.66727243870729
-46.61479834779865,-93.22959669559731,2.0,1.5405412,rial,-48.35542327728377,-96.85751322123423
-60.67263789569085,-121.34527579138167,5.0,2.1095278,rial,-48.560998227633725,-97.26866312193411
-44.74698333421679,-89.49396666843359,20.0,2.206262,rial,-48.74578561252541,-97.65823789171749
-50.07494002058229,-100.14988004116456,10.0,1.4362922,rial,-48.56489714095715,-97.30312761524762
-41.72058475738445,-86.44116951476889,0.0,2.5786936,rial,-48.476434185091605,-97.16620170351653
-42.994864169515495,-88.98972833903098,1.0,1.7677722,rial,-48.33323834314931,-96.91981001963197
-28.841621492548946,-55.68324298509789,0.0,2.3014185,rial,-48.23211105356668,-96.69088877380004
-42.03798117870802,-84.07596235741605,8.0,1.5452629,rial,-48.03526523291056,-96.2971971324878
-46.84398400615673,-93.68796801231346,10.0,1.588847,rial,-48.14081853648017,-96.52830373962699
-43.06375146343593,-86.12750292687186,0.0,2.4203396,rial,-48.03139661514853,-96.30945989696373
-39.8876128283023,-79.77522565660462,0.0,2.3448477,rial,-47.805166299182446,-95.85699926503156
-57.23670713501499,-114.47341427002996,0.0,2.0640955,rial,-48.011645972448115,-96.27662527822956
-38.90721315565542,-77.81442631131085,0.0,2.5339081,rial,-47.97348715833788,-96.20030765000911
-50.155077973121124,-100.31015594624229,0.0,1.5176218,rial,-47.83016302293064,-95.93365937919461
-56.130858493510274,-112.26171698702055,0.0,1.474825,rial,-47.931942342155125,-96.09721801764357
-49.09997862018585,-99.19995724037173,18.0,1.6059767,rial,-47.96747951511533,-96.15495903023066
-53.709007283006066,-107.91801456601208,3.0,2.4623086,rial,-48.0020293788864,-96.23072542443947
-61.38619562312975,-121.77239124625953,0.0,2.1640184,rial,-47.989319839449784,-96.21197301223289
-53.98977894038168,-107.97955788076345,7.0,1.324458,rial,-48.002847068166034,-96.2390274696654
-37.70185043955869,-73.40370087911734,3.0,1.5285481,rial,-47.862092939654666,-95.930852545976
-36.71147252386962,-73.4229450477392,0.0,1.5148681,rial,-47.94884129201947,-96.10434925070561
-49.33033733356183,-98.66067466712366,0.0,2.1359165,rial,-48.031765964113355,-96.27019859489337
-38.80761197411326,-76.11522394822651,2.0,1.6934134,rial,-47.74811801282058,-95.64956935897452
-78.38396419046092,-156.26792838092186,5.0,2.530313,rial,-47.90359591752794,-95.95385850172254
-39.19141425378785,-81.38282850757568,3.0,1.6824013,rial,-47.96673710801079,-96.14014088268824
-48.024278633247086,-96.04855726649416,0.0,1.5478122,rial,-47.58284796363728,-95.3790292606079
-56.16938416502667,-112.33876833005333,5.0,1.5800986,rial,-47.71557022845106,-95.65780712356879
-49.80618056035201,-99.61236112070404,3.0,1.6444893,rial,-47.525496021613755,-95.28432537656084
-23.519411621417074,-47.03882324283416,1.0,2.3096287,rial,-47.021963657535274,-94.28392731507054
-51.78794317527375,-103.07588635054748,0.0,2.186205,rial,-47.03784376369053,-94.3090208607144
-53.83180133800442,-111.66360267600884,1.0,1.8528928,rial,-46.76799609517923,-93.8293255236918
-49.175214541270876,-98.35042908254177,0.0,2.425226,rial,-46.95838000754963,-94.17009334843259
-67.21192149823318,-134.42384299646633,0.0,1.7689505,rial,-47.28380486481527,-94.79427639629719
-38.657090374500086,-77.31418074900019,0.0,2.41117,rial,-47.14114341118078,-94.50895348902823
-36.933911787825465,-73.86782357565096,0.0,1.6097821,rial,-46.81395932120092,-93.8545853090685
-46.48949045606111,-94.47898091212227,0.0,2.5447602,rial,-46.991111798885065,-94.22889026443679
-42.76483061440795,-85.52966122881591,0.0,1.3538764,rial,-46.745033639590005,-93.75006727918002
-37.46540831590673,-77.93081663181347,1.0,1.4081372,rial,-46.591253717356615,-93.50250743471324
-59.810384780567,-119.62076956113397,0.0,2.377778,rial,-46.596781870103065,-93.51356374020614
-46.067037031159906,-94.1340740623198,1.0,1.7352388,rial,-46.50747365948666,-93.37494731897331
-67.91154113046056,-135.82308226092113,3.0,2.1945457,rial,-46.808319815331764,-93.97663963066353
-47.52234202471285,-95.0446840494257,0.0,1.4386952,rial,-46.57731469230196,-93.51462938460392
-42.04412916422878,-84.08825832845753,0.0,1.8750901,rial,-46.12292941448903,-92.62585882897805
-28.49133466282336,-56.98266932564672,0.0,1.5791696,rial,-45.89869644795699,-92.18405956258066
-40.8143897586197,-81.62877951723938,8.0,2.163707,rial,-45.714562268257815,-91.8157912031823
-61.53871638125551,-123.07743276251105,0.0,2.1755188,rial,-45.94138502818964,-92.26943672304594
-32.34342007711413,-64.68684015422826,0.0,2.5546596,rial,-45.551691979219726,-91.49005062510612
-66.10354436733795,-132.20708873467586,18.0,1.5172064,rial,-45.897017144154745,-92.14070095497615
-35.31011083485649,-71.62022166971296,6.0,1.8188596,rial,-45.739419164287874,-91.82550499524241
-48.13229167832965,-94.76458335665936,0.0,2.1399806,rial,-45.55146455524863,-91.42959577716393
-60.94015538056722,-121.88031076113444,0.0,2.4414272,rial,-45.752055195431964,-91.80411039086393
-42.350668200251675,-84.70133640050334,0.0,2.4953017,rial,-45.95184025972397,-92.17034718611461
-53.25001360886414,-106.50002721772823,7.0,2.1361098,rial,-46.08938734318778,-92.41877468637557
-67.36606227514817,-134.2321245502963,9.0,1.87146,rial,-46.55448768968656,-93.35564204603978
-36.731143132439,-73.46228626487799,0.0,2.5970318,rial,-46.4160365136456,-93.07873969395787
-61.83930692707699,-122.17861385415397,0.0,1.808137,rial,-46.71432506055141,-93.62865012110281
-45.60122218160472,-90.70244436320942,7.0,2.1908226,rial,-46.74744490325807,-93.68822313984947
-33.62589747725896,-67.25179495451792,0.0,2.2719166,rial,-46.62443584811429,-93.4422050295619
-45.751828314544994,-91.50365662908999,4.0,1.4859868,rial,-46.438023558141865,-93.06938044961709
-61.28447895521442,-122.56895791042882,0.0,2.1289454,rial,-46.537482245116244,-93.26829782356582
-39.01983283147434,-78.03966566294869,3.0,2.6100802,rial,-46.61545147808628,-93.38423628950589
-32.54619479845044,-64.09238959690089,0.0,2.4857023,rial,-46.618345058791974,-93.39669011758394
-73.02569794109156,-146.05139588218316,0.0,2.4137473,rial,-46.991298567962694,-94.14259713592539
-44.615106853096925,-89.23021370619385,0.0,2.4543731,rial,-46.92993179919923,-94.01986359839847
-67.74015387475382,-135.48030774950766,2.0,2.1831205,rial,-47.3795427098437,-94.8790854196874
-52.62679456362835,-105.25358912725673,1.0,1.8757346,rial,-47.1585619085943,-94.43712381718859
-38.28553556001538,-79.07107112003074,0.0,2.3481255,rial,-47.08532126552214,-94.32397586437762
-52.319120973645255,-104.63824194729047,0.0,2.4517593,rial,-47.286215206409096,-94.72576374615153
-49.47845877803929,-98.9569175560786,1.0,2.1474626,rial,-47.28462183631504,-94.7225770059634
-48.205891993752246,-96.41178398750452,0.0,2.41334,rial,-47.40484920975176,-94.96303175283686
-62.134766735759264,-124.26953347151851,9.0,1.5635844,rial,-47.73914761594893,-95.63162856523121
-47.42309375005476,-94.84618750010958,10.0,1.5596172,rial,-47.76062103794932,-95.68124207589864
-51.39580565696425,-102.7916113139285,0.0,2.1438134,rial,-48.175879387557394,-96.51175877511479
-59.60760370992119,-119.21520741984239,0.0,1.9797162,rial,-48.56946830041664,-97.29893660083327
-33.76724574441265,-67.03449148882528,4.0,2.386432,rial,-48.36132555499627,-96.87598444332588
-44.8593823797273,-89.71876475945463,0.0,2.3230054,rial,-48.33792000875532,-96.82917335084396
-33.397014408111175,-66.79402881622237,0.0,2.2450356,rial,-47.974245028920926,-96.10182339117517
-51.43143651253164,-102.36287302506327,3.0,2.619187,rial,-48.06337107129845,-96.27340880926357
-43.65531030085097,-87.31062060170194,0.0,2.454993,rial,-47.9777760083687,-96.10221868340406
-26.283765495636928,-52.567530991273856,0.0,1.9007993,rial,-47.7719517515454,-95.65057016975747
-59.96924274796478,-119.93848549592951,0.0,2.5506544,rial,-47.998276799258065,-96.06322026518279
-43.1159212876883,-85.73184257537659,11.0,1.7081017,rial,-48.188600796526586,-96.46386825971983
-46.823813732354274,-93.14762746470856,0.0,2.2722502,rial,-48.25241189724186,-96.58482379448374
-42.7669889971611,-85.53397799432224,0.0,1.5998076,rial,-48.19805196378859,-96.47610392757719
-58.67533980211372,-117.35067960422742,0.0,2.627974,rial,-48.406206474970965,-96.89241294994193
-52.72896669619864,-105.45793339239725,0.0,2.379281,rial,-48.577424526542906,-97.23484905308582
-36.933045326388935,-72.36609065277786,6.0,1.571343,rial,-48.30670903576123,-96.67341807152246
-56.00561530525657,-110.51123061051314,0.0,2.8188496,rial,-48.53468773108925,-97.10937546217849
-40.298371917803564,-80.59674383560711,0.0,2.459334,rial,-48.40326498368501,-96.84652996737003
-48.457142150504865,-99.91428430100976,0.0,2.3561757,rial,-48.30094876577827,-96.68189753155654
-39.319367230419694,-78.63873446083937,0.0,2.4167922,rial,-48.170540613914724,-96.40774789449611
-55.83801360713722,-110.1760272142744,3.0,2.1549635,rial,-48.19892736490314,-96.43785472980628
-51.22174628681852,-102.44349257363703,0.0,2.403571,rial,-48.06340137375233,-96.18013608083798
-48.3126253002124,-95.62525060042475,0.0,1.8094106,rial,-47.9877059918834,-96.0154119837668
-44.7617559119787,-91.52351182395739,0.0,1.6866688,rial,-48.081838064848995,-96.25700946303132
-36.2411802751527,-71.98236055030537,0.0,2.5557241,rial,-48.075567501532774,-96.23780166973222
-61.98582320223008,-123.97164640446017,6.0,1.5936552,rial,-48.244307313115016,-96.5752812928967
-97.58080827901243,-195.1616165580249,3.0,1.598157,rial,-49.02794993051368,-98.16256652769401
-45.02668039880121,-90.0533607976024,0.0,2.3505366,rial,-48.583186146624875,-97.2797056265831
-47.33968337183964,-94.67936674367928,7.0,1.6120244,rial,-48.69182973486557,-97.45699280306447
-34.27532513507255,-65.05065027014508,2.0,2.1540182,rial,-48.50851035488991,-97.04368737644648
-89.03191725875246,-178.06383451750492,0.0,1.5020764,rial,-48.94667746280625,-97.92002159227917
-42.84635803559428,-85.69271607118858,0.0,2.5479767,rial,-48.85387982914281,-97.73442632495231
-63.32338536089533,-126.64677072179072,6.0,1.6092594,rial,-49.384599479002524,-98.79586562467172
-38.724374651598396,-75.94874930319678,0.0,2.4854002,rial,-49.21041856535352,-98.43417046404038
-51.05687266853678,-102.11374533707358,0.0,2.4089684,rial,-49.17341951642728,-98.30683903285457
-37.09151290292388,-74.18302580584776,0.0,1.875691,rial,-49.01230349458266,-97.98460698916531
-49.726606138581325,-99.95321227716263,0.0,2.4198003,rial,-48.779165956453966,-97.5249985795746
-41.59287654029522,-80.68575308059044,0.0,1.4199462,rial,-48.81830977199791,-97.56995287732913
-36.73792017877778,-73.47584035755557,0.0,1.5475533,rial,-48.81569655054393,-97.5647264344212
-50.681494747531524,-99.86298949506303,4.0,1.7984085,rial,-48.87158994109687,-97.63651321552707
-43.46320935000969,-88.92641870001933,0.0,2.2914777,rial,-48.88090165757156,-97.68180331514313
-36.78101512879033,-73.56203025758067,0.0,2.1776273,rial,-48.87177641507668,-97.62355283015334
-55.06796312751796,-110.13592625503594,0.0,2.279509,rial,-48.80854412636936,-97.4970882527387
-37.36067155809228,-74.72134311618457,0.0,2.4715953,rial,-48.69245925339512,-97.23825184012358
-33.8727489285946,-66.2454978571892,0.0,2.1625156,rial,-48.23860869070357,-96.31055071474049
-42.0984679215124,-84.1969358430248,1.0,2.2371116,rial,-48.16629036932757,-96.16591407198847
-43.45084770601927,-86.90169541203853,9.0,1.597297,rial,-48.185046616551446,-96.20342656643622
-49.925373665998954,-99.85074733199791,0.0,2.4797769,rial,-48.470833803260454,-96.77500093985422
-41.001139711490175,-82.00227942298038,3.0,1.4997456,rial,-48.47332380263206,-96.77998093859743
-40.94307279990593,-81.88614559981185,13.0,2.1718087,rial,-48.198715221547396,-96.23076377642813
-45.40175402825962,-90.30350805651926,1.0,2.2609377,rial,-48.372826340896005,-96.57231934845868
-51.888417657945645,-103.77683531589135,0.0,1.5333904,rial,-48.183291318104104,-96.19324930287488
-34.56987022704621,-69.13974045409246,0.0,2.246458,rial,-48.1734214433333,-96.16017621999994
-38.79747149428175,-77.59494298856352,0.0,1.9758703,rial,-48.04895717421267,-95.93124768175866
-49.42003541750385,-98.34007083500768,7.0,1.5061914,rial,-47.89535557470515,-95.61737781607698
-51.585798813985726,-103.17159762797147,0.0,2.1070027,rial,-48.01849064955494,-95.86364796577655
-38.97046881481533,-77.94093762963064,0.0,2.5511594,rial,-47.82809671896763,-95.48286010460191
-39.9501163717305,-79.900232743461,1.0,2.1376045,rial,-47.46255077358872,-94.75843488051078
-41.269456778976526,-81.53891355795305,2.0,1.7448142,rial,-47.52306162220922,-94.86612324441843
-52.7206455409657,-106.44129108193141,0.0,2.359852,rial,-47.401479470394406,-94.65629227412215
-50.118614028318895,-99.73722805663779,2.0,2.1493063,rial,-47.461711361683925,-94.77675605670119
-38.338072123905185,-76.67614424781036,0.0,2.1521225,rial,-47.52454035697254,-94.90241404727841
-61.582778068958675,-121.66555613791733,2.0,1.1429605,rial,-47.735619687031395,-95.3045727073961
-32.61568088884403,-65.23136177768806,4.0,1.4418151,rial,-47.353369046146454,-94.54007142562624
-44.61312220695535,-89.2262444139107,0.0,2.6505659,rial,-47.42794623781953,-94.6892258089724
-36.052198704494806,-72.10439740898963,0.0,2.194768,rial,-47.47469295656679,-94.79605257980025
-38.34761788636596,-76.6952357727319,0.0,2.5506315,rial,-47.01231855583711,-93.87130377834089
-35.48938814566956,-70.9787762913391,0.0,2.2730973,rial,-46.89064230640475,-93.62795127947616
-55.94940327784767,-111.89880655569537,1.0,1.5902029,rial,-46.733432298446,-93.31353126355867
-28.54728803122147,-57.094576062442925,0.0,2.1473455,rial,-46.41237221134725,-92.67141108936116
-40.94989346476231,-81.89978692952462,0.0,1.5841461,rial,-46.44789698341054,-92.7091273001544
-40.34744468592726,-80.69488937185449,2.0,1.6238168,rial,-46.28827463290763,-92.38988259914859
-41.455016872150345,-82.91003374430068,0.0,2.328163,rial,-46.181295407495774,-92.17592414832488
-39.22324054137057,-78.44648108274113,0.0,1.5488553,rial,-46.06152672146402,-91.93638677626137
-49.58446302086766,-100.16892604173532,1.0,1.5657941,rial,-45.8941893385988,-91.61504534386425
-51.28968676385355,-102.57937352770709,9.0,1.5558159,rial,-45.945743912116114,-91.7181544908989
-62.9645944582518,-127.92918891650362,4.0,1.5159531,rial,-46.09999442946662,-92.05332219226656
-56.484046989438404,-112.96809397887682,0.0,1.5254891,rial,-46.05834700652685,-91.97002734638703
-44.137573698780365,-88.27514739756072,0.0,2.516504,rial,-46.19661804591841,-92.25323609183683
-64.35174657469162,-128.70349314938323,0.0,2.5693924,rial,-46.45651623518461,-92.77303247036922
-49.795939013803235,-97.59187802760644,2.0,2.4927518,rial,-46.6751685632605,-93.18367045985433
-45.25456331792524,-89.50912663585048,0.0,2.4955816,rial,-46.59281025399908,-93.01228717466483
-48.165386156247216,-96.33077231249439,2.0,1.7746578,rial,-46.6529445987377,-93.13255586414206
-36.61043404497063,-73.22086808994128,0.0,2.0803661,rial,-46.79063351272881,-93.4079336921243
-48.254923820136206,-97.5098476402724,0.0,3.1110313,rial,-46.6344425936911,-93.1088851873822
-73.51397597174633,-148.0279519434927,0.0,1.7545925,rial,-47.03974998947854,-93.93949997895707
-38.03121483963317,-76.06242967926633,0.0,2.2771704,rial,-46.9225153375756,-93.71169734181785
-51.058662000147656,-102.1173240002953,13.0,1.623429,rial,-47.03307097761542,-93.9328086218975
-34.80220050157527,-70.60440100315057,0.0,2.6701756,rial,-46.71476245360823,-93.30952490721646
-47.66349691083371,-95.3269938216674,0.0,2.4306772,rial,-46.64722285647004,-93.17444571294007
-46.85863123891832,-93.71726247783663,0.0,2.261347,rial,-46.77956400197042,-93.45912800394085
-57.313717447818135,-114.62743489563624,0.0,2.5671277,rial,-46.79700536387125,-93.5140107277425
-62.359475845606745,-124.21895169121348,0.0,1.8789226,rial,-47.09115341624195,-94.09564016581724
-41.64778109141099,-83.29556218282197,0.0,2.143199,rial,-47.00036193545404,-93.87405720424141
-49.49770878454409,-98.99541756908815,10.0,1.8167995,rial,-47.1360731561757,-94.14547964568473
-61.27603455597381,-121.05206911194767,0.0,2.779643,rial,-47.208580102160184,-94.2904935376537
-42.03307529943093,-84.06615059886182,0.0,2.3217337,rial,-47.086064488995014,-94.04546231132336
-55.94778549475891,-111.89557098951781,0.0,1.5551203,rial,-47.18786662492231,-94.26239991651127
-46.83662847852787,-92.17325695705577,0.0,2.7319977,rial,-47.215531592476296,-94.2710631849526
-51.48767790724598,-105.97535581449196,1.0,2.0405276,rial,-47.41881822757087,-94.7243031218084
-41.86458985154643,-83.72917970309288,0.0,2.2664742,rial,-47.15053511622842,-94.18773689912352
-41.93023957683941,-82.36047915367885,2.0,1.5253501,rial,-46.40852753353278,-92.68372173373223
-43.30375062579658,-86.60750125159315,5.0,1.4764082,rial,-46.38555513655938,-92.63777693978544
-48.36212050097556,-99.7242410019511,5.0,1.486363,rial,-46.39918763161453,-92.70504192989573
-60.84187900496397,-120.18375800992794,0.0,2.2660964,rial,-46.75340834987975,-93.44015003309285
-62.929894211408985,-125.35978842281797,0.0,2.1553059,rial,-46.40538137591518,-92.73742941849702
-45.82797688763561,-89.15595377527121,0.0,2.2990856,rial,-46.44513629394239,-92.7836059212181
-51.856679380482916,-103.71335876096586,0.0,1.684604,rial,-46.29224688087022,-92.47782709507378
-43.66007055615724,-87.3201411123145,0.0,2.4695482,rial,-46.35805615959767,-92.62944565252867
-43.12961213125007,-87.25922426250013,2.0,2.0493853,rial,-46.25235935243386,-92.43138537153438
-48.67948463047547,-97.35896926095096,0.0,1.971509,rial,-46.40686564213454,-92.74039795093574
-41.24771070494405,-82.9954214098881,0.0,2.4162977,rial,-46.293813703019374,-92.51429407270543
-56.638355781915166,-113.27671156383039,0.0,1.6659422,rial,-46.49442009290764,-92.94884018581529
-46.14858043497052,-91.29716086994102,0.0,2.3509042,rial,-46.61989556299021,-93.18645779264709
-47.23322534471951,-94.466450689439,18.0,1.5929205,rial,-46.573918637619386,-93.11450394190545
-55.17038415219643,-110.3407683043929,0.0,2.423848,rial,-46.73001430164854,-93.40002860329709
-55.16245785559266,-111.32491571118537,0.0,2.318641,rial,-46.97510020467257,-93.90353374267848
-55.40109018373805,-110.80218036747614,5.0,2.2781188,rial,-46.97954189875551,-93.91241713084435
-37.98392161528683,-76.46784323057366,0.0,2.7761524,rial,-46.9878518995181,-93.9357037990362
-36.86416941615286,-73.72833883230574,0.0,1.9268103,rial,-47.02773750601888,-94.03547501203775
-47.02584631937907,-94.05169263875815,0.0,1.5340719,rial,-47.093435884657104,-94.1668717693142
-72.63901357036166,-144.27802714072334,1.0,2.0611513,rial,-47.482611429514996,-94.93188952569666
-60.395146240125726,-123.29029248025148,12.0,1.7663416,rial,-47.62220839717002,-95.24441679434004
-49.25027596109641,-98.50055192219283,0.0,1.4961048,rial,-47.73219688049811,-95.46439376099622
-76.93449547775305,-153.36899095550604,0.0,2.3823893,rial,-48.212082516202734,-96.41749836573881
-52.76063408664003,-105.52126817328009,6.0,2.0537477,rial,-48.31020091698114,-96.62040183396228
-21.837829973980384,-43.67565994796077,0.0,1.3062123,rial,-47.90952641452827,-95.81905282905655
-41.14475495586495,-82.28950991172987,26.0,0.6048082,rial,-47.99719154424585,-95.9943830884917
-33.31523863147915,-65.63047726295831,0.0,1.9138087,rial,-47.92409510607515,-95.83485687881698
-59.306985306488244,-118.6139706129765,18.0,0.23809844,rial,-48.055921104594944,-96.10517554252321
-39.59715001839717,-79.19430003679435,9.0,0.7250513,rial,-47.896072453987095,-95.78547824130753
-23.001121367889674,-46.00224273577934,0.0,1.5183433,rial,-47.683147821361416,-95.35962897605617
-24.97568047934765,-49.95136095869532,7.0,0.6825687,rial,-47.483488676129646,-94.96031068559263
-28.931782663345015,-57.363565326690015,1.0,1.8591537,rial,-47.31898635458789,-94.6379727091758
-44.75999343608766,-89.51998687217535,12.0,0.402385,rial,-47.21284432652285,-94.41235531971238
-49.468811750921134,-99.93762350184227,13.0,0.9254866,rial,-47.20418029615755,-94.41502725898177
-20.029668380519528,-40.059336761039035,0.0,0.95019865,rial,-46.96006824624574,-93.92680315915815
-21.903756415036458,-44.30751283007291,3.0,1.469992,rial,-46.431014624193445,-92.89536258172024
-28.260009982133212,-56.02001996426642,0.0,2.427171,rial,-46.37293901210397,-92.7725446908746
-26.114105911200834,-50.72821182240166,2.0,1.3870876,rial,-46.12628546149391,-92.25923758965449
-45.06199121385367,-90.12398242770738,0.0,1.120111,rial,-46.24641602828536,-92.49949872323738
-45.56938721337936,-91.13877442675872,16.0,0.46789193,rial,-46.34270628597888,-92.69207923862442
-43.88314478640909,-86.26628957281815,0.0,1.2704552,rial,-46.45462304118873,-92.89591274904413
-56.36087688137438,-114.72175376274878,7.0,0.6745888,rial,-46.460109355902425,-92.93355204513817
-35.99390974976883,-71.48781949953766,0.0,1.7372321,rial,-46.55939764548305,-93.12546195763277
-27.88352098318736,-55.76704196637471,0.0,0.9740472,rial,-46.38517934572872,-92.7770253581241
-30.27294971188264,-60.54589942376529,0.0,1.4359953,rial,-46.25085274607479,-92.50837215881624
-25.509709996917497,-51.01941999383498,0.0,2.0253067,rial,-46.038248654405024,-92.08316397547671
-52.11196627667088,-103.22393255334178,2.0,0.71833855,rial,-46.210098330875695,-92.41352999508472
-50.971907303356204,-101.44381460671246,13.0,1.691129,rial,-46.22859758797554,-92.43052850928441
-27.19762473806043,-52.89524947612087,12.0,0.9533962,rial,-45.907370094298294,-91.76807352192992
-29.314087524009324,-58.12817504801866,0.0,2.587238,rial,-45.458696668508395,-90.8373933370168
-28.546373792976,-57.09274758595204,9.0,1.0540643,rial,-45.08619435922223,-90.09238871844447
-33.80325221100803,-67.60650442201604,0.0,1.9298241,rial,-44.94840340605194,-89.81680681210388
-27.92758993411976,-55.855179868239546,6.0,0.7914803,rial,-44.46274798417764,-88.8454959683553
-55.154651682137654,-110.30930336427531,44.0,0.1691385,rial,-44.5341974864221,-89.01506163951089
-39.47210723953206,-78.94421447906413,10.0,0.8844291,rial,-44.45709807204353,-88.87419614408707
-53.30314263892242,-106.60628527784482,4.0,1.9299353,rial,-44.52560149181253,-89.01120298362507
-29.189588006738067,-59.379176013476126,13.0,1.1913992,rial,-44.42665687796943,-88.82664708927219
-71.6047091673866,-143.2094183347732,3.0,0.09499907,rial,-44.7379873492661,-89.4359746985322
-38.68587160440527,-77.37174320881051,0.0,1.3503984,rial,-44.27361262436822,-88.49389191540311
-74.64015690493491,-148.7803138098698,0.0,0.32151318,rial,-44.76173185190557,-89.46346370381116
-53.790885774960906,-107.58177154992181,8.0,0.34429228,rial,-44.79816150223642,-89.53632300447283
-34.84352746329514,-69.68705492659028,0.0,1.4132178,rial,-44.798712528392684,-89.52409172345205
-40.552104040412146,-79.60420808082426,11.0,0.20257105,rial,-44.70389395678706,-89.31445458024079
-59.51591336519457,-119.03182673038916,0.0,1.9043345,rial,-44.87265771847075,-89.65198210360818
-61.29638449649829,-122.59276899299661,20.0,0.258535,rial,-44.92575994578648,-89.75818655823964
-66.24267453474374,-132.48534906948746,20.0,0.1837569,rial,-44.97753592830831,-89.86840518994995
-18.784018738843663,-37.56803747768732,0.0,1.5450981,rial,-44.67268576360741,-89.25870486054815
-35.931908458400194,-72.36381691680039,1.0,1.7476732,rial,-44.49180842592549,-88.90361685185098
-41.21919459381016,-82.43838918762032,0.0,1.7364866,rial,-44.22438389309664,-88.3887677861933
-24.374726626620767,-48.749453253241526,4.0,0.8684346,rial,-43.988939244125845,-87.91787848825169
-51.28676932100871,-102.57353864201741,2.0,1.669112,rial,-43.92679236180917,-87.79358472361834
-73.63538210285458,-145.77076420570913,1.0,0.71039695,rial,-44.2841090768002,-88.5082181536004
-27.89881027653736,-57.297620553074744,3.0,1.2597885,rial,-43.96959084172408,-87.85918168344816
-59.244183316227165,-118.48836663245432,15.0,0.13056163,rial,-44.201318754586495,-88.32263750917298
-43.57327515756213,-89.14655031512426,0.0,1.4934158,rial,-44.22322589566279,-88.41311845799225
-43.327497249062944,-86.65499449812589,2.0,1.0742407,rial,-44.22354251730635,-88.41375170127937
-74.46001807493681,-148.42003614987362,32.0,0.25719,rial,-44.57151448495916,-89.06302896991832
-25.804325050924266,-54.608650101848525,0.0,1.9512738,rial,-44.1043470989053,-88.18869419781059
-56.8481136246192,-113.69622724923845,0.0,2.3178742,rial,-44.023256691081436,-88.03318004882954
-30.799134186767425,-61.59826837353484,0.0,0.9039672,rial,-43.82287212173653,-87.66574424347306
-45.01396612575982,-91.02793225151964,12.0,0.49291757,rial,-43.731635945006886,-87.4966052233471
-25.3794405523521,-50.75888110470421,0.0,1.7244226,rial,-43.48789421162281,-87.00912175657896
-80.3945093940092,-160.7890187880184,0.0,0.0,rial,-43.9847595084596,-87.9895190169192
-25.47440798288328,-51.44881596576656,0.0,1.9467065,rial,-43.67535848649171,-87.37738363965009
-21.712301592054946,-43.42460318410989,2.0,1.2643765,rial,-43.41488636498652,-86.84977272997304
-43.49622886849133,-86.99245773698264,10.0,2.0998228,rial,-43.23965800614087,-86.49931601228174
-79.67163448908371,-159.34326897816743,34.0,0.07534904,rial,-43.68663206019571,-87.40659745372477
-23.142054437676823,-45.78410887535365,0.0,1.8606192,rial,-43.36541644810181,-86.75749956287028
-15.947797798724116,-33.89559559744823,2.0,1.3620443,rial,-42.84244863005551,-85.73823059344436
-39.76671773095834,-81.0334354619167,1.0,0.7256797,rial,-42.63717209506039,-85.33434419012077
-31.597356237515967,-63.194712475031935,0.0,1.4131136,rial,-42.31978897577742,-84.69957795155486
-32.55212202479055,-65.1042440495811,14.0,1.6229762,rial,-42.247364981237475,-84.54806329580829
-25.406962679375013,-50.31392535875005,2.0,1.6239655,rial,-42.094602224747106,-84.23587111616088
-88.21118528974829,-179.4223705794966,0.0,0.33338684,rial,-42.64374007768536,-85.37414682203739
-29.961832165346085,-60.92366433069218,0.0,2.1213572,rial,-42.074710992285155,-84.26275531790364
-26.32381945942423,-52.64763891884846,6.0,1.0938604,rial,-41.620426635209135,-83.32085327041827
-39.98334643974194,-79.46669287948389,6.0,2.0683808,rial,-41.49686757492441,-83.06706848318214
-27.23266783205542,-53.96533566411084,1.0,1.5115472,rial,-40.83417653964843,-81.74168641263022
-74.16329381658525,-148.3265876331705,6.0,0.07117729,rial,-41.11954533604771,-82.31242400542875
-36.172999326445236,-77.84599865289044,0.0,1.6405296,rial,-41.310680927413905,-82.76802852149449
-34.972071476973476,-69.94414295394694,6.0,0.38423043,rial,-41.22837848102869,-82.60342362872403
-34.090993210491284,-71.18198642098255,0.0,1.4880077,rial,-41.238721875415514,-82.67744375083103
-28.832282559681396,-57.66456511936279,10.0,0.709709,rial,-40.83239250545809,-81.86478501091618
-44.17587238207765,-88.3517447641553,7.0,0.10950713,rial,-40.893442136973825,-81.98688427394765
-27.825799543676922,-55.651599087353844,2.0,1.1361264,rial,-40.95777117931766,-82.11554235863532
-41.211447863082924,-85.42289572616585,12.0,1.8697724,rial,-41.17424807776746,-82.58849615553493
-59.88040213599713,-119.7608042719942,13.0,1.2333746,rial,-41.58689633740283,-83.42045934147232
-66.18403164225401,-130.36806328450805,24.0,0.23958497,rial,-41.872550180151705,-83.96510036030342
-40.149701816803756,-83.29940363360751,0.0,2.3012307,rial,-41.74829538103014,-83.74325742872696
